property_type,state,region,lat,lon,area_m2,price_usd
apartment,Bahia,Northeast,-13.000443,-38.45739,90,209074.45
apartment,Bahia,Northeast,-13.000443,-38.45739,90,212194.96
apartment,Bahia,Northeast,-13.000443,-38.45739,90,209074.45
apartment,Bahia,Northeast,-14.827805,-39.027649,69,85814.14
apartment,Bahia,Northeast,-12.9975668,-38.5167332,117,120139.79
apartment,Bahia,Northeast,-12.852844,-38.32711,108,133181.05
apartment,Bahia,Northeast,-12.852844,-38.32711,108,133181.05
apartment,Bahia,Northeast,-12.852844,-38.32711,62,77638.39
house,Bahia,Northeast,-12.938337,-38.362667,140,131061.59
apartment,Bahia,Northeast,-12.996323,-38.481049,215,405666.85
apartment,Bahia,Northeast,-12.950598,-38.40873,195,358859.13
apartment,Bahia,Northeast,-12.992462,-38.444553,91,171628.28
apartment,Bahia,Northeast,-13.004092,-38.5047,85,84253.88
apartment,Bahia,Northeast,-12.941992,-38.403465,143,252761.65
apartment,Bahia,Northeast,-12.985207,-38.456074,150,230918.05
apartment,Bahia,Northeast,-12.985207,-38.456074,150,230918.05
apartment,Bahia,Northeast,-12.941992,-38.403465,143,252761.65
apartment,Bahia,Northeast,-14.827805,-39.027649,57,107033.63
apartment,Bahia,Northeast,-14.827805,-39.027649,159,131061.59
apartment,Bahia,Northeast,-12.993305,-38.45739,155,271484.74
apartment,Bahia,Northeast,-12.852844,-38.32711,81,102976.97
apartment,Bahia,Northeast,-12.941992,-38.403465,166,374461.71
apartment,Bahia,Northeast,-12.941992,-38.403465,112,199712.91
apartment,Bahia,Northeast,-13.000443,-38.45739,116,140423.14
apartment,Bahia,Northeast,-12.991933,-38.465279,95,124820.57
apartment,Bahia,Northeast,-12.852844,-38.32711,81,102976.97
apartment,Bahia,Northeast,-12.941992,-38.403465,166,374461.71
apartment,Bahia,Northeast,-12.941992,-38.403465,112,199712.91
apartment,Bahia,Northeast,-12.941992,-38.403465,142,277725.76
apartment,Bahia,Northeast,-12.991933,-38.465279,77,145728.01
apartment,Bahia,Northeast,-12.950598,-38.40873,112,249641.14
apartment,Bahia,Northeast,-13.000443,-38.45739,90,131061.59
apartment,Bahia,Northeast,-13.000443,-38.45739,90,131061.59
apartment,Bahia,Northeast,-13.000443,-38.45739,160,234038.56
apartment,Bahia,Northeast,-12.9872647,-38.4630607,128,187230.85
apartment,Bahia,Northeast,-13.000443,-38.45739,160,234038.56
apartment,Bahia,Northeast,-12.9872647,-38.4630607,128,187230.85
apartment,Bahia,Northeast,-12.9915054,-38.4776984,90,159146.22
apartment,Bahia,Northeast,-13.000164,-38.489021,105,227797.54
apartment,Bahia,Northeast,-12.950598,-38.40873,195,374461.71
apartment,Bahia,Northeast,-13.000443,-38.45739,89,179248.89
apartment,Bahia,Northeast,-12.974941,-38.440117,63,88934.65
apartment,Bahia,Northeast,-12.936793,-38.400051,54,84253.88
apartment,Bahia,Northeast,-12.936793,-38.400051,83,132621.85
apartment,Bahia,Northeast,-12.936793,-38.400051,113,179429.56
apartment,Bahia,Northeast,-12.974941,-38.440117,63,88934.65
house,Bahia,Northeast,-12.579738,-41.7007272,196,186225.61
apartment,Bahia,Northeast,-13.0069458,-38.5186992,103,146664.17
apartment,Bahia,Northeast,-13.0069458,-38.5186992,103,146664.17
apartment,Bahia,Northeast,-12.9891996,-38.5236444,217,397702.16
house,Bahia,Northeast,-12.852844,-38.32711,198,199712.91
house,Bahia,Northeast,-12.852844,-38.32711,252,218435.99
house,Bahia,Northeast,-12.852844,-38.32711,220,237159.08
apartment,Bahia,Northeast,-12.852844,-38.32711,67,82069.52
house,Bahia,Northeast,-12.852844,-38.32711,165,230918.05
house,Bahia,Northeast,-12.852844,-38.32711,135,120139.79
house,Bahia,Northeast,-12.852844,-38.32711,240,202833.42
house,Bahia,Northeast,-12.852844,-38.32711,250,201273.16
apartment,Bahia,Northeast,-12.852844,-38.32711,75,96735.94
house,Bahia,Northeast,-12.826232,-38.265358,224,277725.76
house,Bahia,Northeast,-12.852844,-38.32711,180,202833.42
house,Bahia,Northeast,-12.826232,-38.265358,104,151344.94
house,Bahia,Northeast,-12.852844,-38.32711,243,249641.14
house,Bahia,Northeast,-12.826232,-38.265358,240,312051.42
house,Bahia,Northeast,-12.852844,-38.32711,247,280846.28
house,Bahia,Northeast,-12.852844,-38.32711,126,134182.11
house,Bahia,Northeast,-12.852844,-38.32711,139,124820.57
house,Bahia,Northeast,-12.852844,-38.32711,252,343256.56
house,Bahia,Northeast,-12.852844,-38.32711,158,205953.94
house,Bahia,Northeast,-12.826232,-38.265358,115,112338.51
house,Bahia,Northeast,-12.852844,-38.32711,200,229357.79
house,Bahia,Northeast,-12.852844,-38.32711,200,229357.79
house,Bahia,Northeast,-16.405184,-39.056334,230,202833.42
house,Bahia,Northeast,-16.421496,-39.08381,230,265243.71
house,Bahia,Northeast,-14.855744,-40.819691,91,140423.14
house,Bahia,Northeast,-12.852844,-38.32711,170,212194.96
apartment,Bahia,Northeast,-12.992462,-38.444553,68,78012.85
apartment,Bahia,Northeast,-12.993068,-38.519306,98,149784.68
apartment,Bahia,Northeast,-12.993068,-38.519306,98,149784.68
apartment,Bahia,Northeast,-12.950598,-38.40873,195,374461.71
apartment,Bahia,Northeast,-12.9830364,-38.4423526,80,98296.19
apartment,Bahia,Northeast,-13.000443,-38.45739,125,120139.79
house,Bahia,Northeast,-12.826232,-38.265358,205,193471.88
house,Bahia,Northeast,-12.852844,-38.32711,148,180989.82
house,Bahia,Northeast,-12.83043,-38.23989,220,110472.82
apartment,Bahia,Northeast,-12.9726317,-38.4941904,100,84253.88
apartment,Bahia,Northeast,-12.9994819,-38.4560755,115,165387.25
apartment,Bahia,Northeast,-12.980449,-38.4560755,89,118579.54
apartment,Bahia,Northeast,-12.9994819,-38.4560755,130,93615.42
apartment,Bahia,Northeast,-12.9994819,-38.4560755,79,96735.94
apartment,Bahia,Northeast,-13.0051811,-38.5257172,160,168507.77
apartment,Bahia,Northeast,-12.998506,-38.52309,220,171628.28
apartment,Bahia,Northeast,-12.998506,-38.52309,220,171628.28
house,Bahia,Northeast,-12.852844,-38.32711,180,468077.13
house,Bahia,Northeast,-12.852844,-38.32711,225,246520.62
house,Bahia,Northeast,-12.852844,-38.32711,61,193471.88
house,Bahia,Northeast,-12.852844,-38.32711,240,246520.62
house,Bahia,Northeast,-12.852844,-38.32711,116,123260.31
house,Bahia,Northeast,-12.852844,-38.32711,87,92055.17
house,Bahia,Northeast,-12.852844,-38.32711,200,209074.45
house,Bahia,Northeast,-12.852844,-38.32711,162,202833.42
house,Bahia,Northeast,-12.852844,-38.32711,160,176309.05
house,Bahia,Northeast,-12.852844,-38.32711,160,140423.14
house,Bahia,Northeast,-12.852844,-38.32711,180,240279.59
house,Bahia,Northeast,-12.852844,-38.32711,206,212194.96
apartment,Bahia,Northeast,-13.008103,-38.48571,85,78012.85
apartment,Bahia,Northeast,-12.956255,-38.465279,69,120139.79
apartment,Bahia,Northeast,-12.996323,-38.481049,102,149784.68
apartment,Bahia,Northeast,-15.61667,-39.7,252,452474.56
apartment,Bahia,Northeast,-12.964468,-38.417938,180,266803.96
apartment,Bahia,Northeast,-12.964468,-38.417938,180,266803.96
apartment,Bahia,Northeast,-13.004878,-38.532276,129,308930.91
apartment,Bahia,Northeast,-12.98223,-38.43898,75,168507.77
apartment,Bahia,Northeast,-12.98223,-38.43898,75,168507.77
apartment,Bahia,Northeast,-13.004878,-38.532276,129,308930.91
house,Bahia,Northeast,-12.944884,-38.339928,240,421269.42
apartment,Bahia,Northeast,-12.941992,-38.403465,138,224677.02
apartment,Bahia,Northeast,-13.000443,-38.45739,90,112338.51
apartment,Bahia,Northeast,-13.000443,-38.45739,62,96735.94
apartment,Bahia,Northeast,-12.9909238,-38.4440123,98,140423.14
apartment,Bahia,Northeast,-12.9572541,-38.4296498,72,108894.64
house,Bahia,Northeast,-12.579738,-41.7007272,145,123098.28
apartment,Bahia,Northeast,-13.007857,-38.498463,59,92055.17
apartment,Bahia,Northeast,-13.000443,-38.45739,75,121700.05
apartment,Bahia,Northeast,-12.998506,-38.52309,100,149784.68
apartment,Bahia,Northeast,-13.007857,-38.498463,59,92055.17
house,Bahia,Northeast,-12.852844,-38.32711,184,246520.62
house,Bahia,Northeast,-12.609322,-38.30603,219,93615.42
house,Bahia,Northeast,-12.609322,-38.30603,219,93615.42
apartment,Bahia,Northeast,-13.004878,-38.532276,182,421269.42
apartment,Bahia,Northeast,-12.968704,-38.435516,96,124820.57
apartment,Bahia,Northeast,-12.968704,-38.435516,96,124820.57
house,Bahia,Northeast,-12.9351682,-38.3464993,90,78909.15
apartment,Bahia,Northeast,-12.984898,-38.4491,89,120139.79
apartment,Bahia,Northeast,-13.004889,-38.517654,82,124820.57
apartment,Bahia,Northeast,-12.9915054,-38.4776984,124,90494.91
apartment,Bahia,Northeast,-14.827805,-39.027649,69,94239.53
apartment,Bahia,Northeast,-14.827805,-39.027649,69,95799.78
apartment,Bahia,Northeast,-14.827805,-39.027649,69,88934.65
apartment,Bahia,Northeast,-14.827805,-39.027649,69,91431.06
apartment,Bahia,Northeast,-14.867126,-40.820204,135,196592.39
apartment,Bahia,Northeast,-14.827805,-39.027649,69,89246.7
apartment,Bahia,Northeast,-14.827805,-39.027649,69,85814.14
apartment,Bahia,Northeast,-14.827805,-39.027649,69,90182.86
house,Bahia,Northeast,-12.852844,-38.32711,150,112338.51
apartment,Bahia,Northeast,-12.973222,-38.435795,94,112338.51
apartment,Bahia,Northeast,-12.973222,-38.435795,94,112338.51
house,Bahia,Northeast,-12.852844,-38.32711,120,94690.99
house,Bahia,Northeast,-11.813964,-39.377026,160,121700.05
apartment,Bahia,Northeast,-14.827805,-39.027649,70,87998.5
apartment,Bahia,Northeast,-14.827805,-39.027649,69,99544.4
apartment,Bahia,Northeast,-14.827805,-39.027649,69,98920.3
apartment,Bahia,Northeast,-14.827805,-39.027649,70,92679.27
apartment,Bahia,Northeast,-14.827805,-39.027649,70,92679.27
apartment,Bahia,Northeast,-14.827805,-39.027649,69,96423.89
apartment,Bahia,Northeast,-14.827805,-39.027649,69,99544.4
apartment,Bahia,Northeast,-14.827805,-39.027649,70,99232.35
apartment,Bahia,Northeast,-14.827805,-39.027649,69,90806.96
apartment,Bahia,Northeast,-14.827805,-39.027649,69,89558.75
apartment,Bahia,Northeast,-14.827805,-39.027649,69,86126.19
apartment,Bahia,Northeast,-14.827805,-39.027649,69,93927.47
apartment,Bahia,Northeast,-14.827805,-39.027649,70,94551.58
apartment,Bahia,Northeast,-14.827805,-39.027649,69,95487.73
apartment,Bahia,Northeast,-14.827805,-39.027649,70,89870.81
apartment,Bahia,Northeast,-14.827805,-39.027649,70,89558.75
apartment,Bahia,Northeast,-14.827805,-39.027649,70,101416.71
apartment,Bahia,Northeast,-14.827805,-39.027649,70,86438.24
apartment,Bahia,Northeast,-14.827805,-39.027649,69,94863.63
apartment,Bahia,Northeast,-14.827805,-39.027649,69,92367.22
apartment,Bahia,Northeast,-14.827805,-39.027649,70,98296.19
apartment,Bahia,Northeast,-14.827805,-39.027649,69,93303.37
apartment,Bahia,Northeast,-14.827805,-39.027649,70,97984.14
apartment,Bahia,Northeast,-14.827805,-39.027649,70,93615.42
apartment,Bahia,Northeast,-12.983924,-38.450443,110,131061.59
house,Bahia,Northeast,-12.852844,-38.32711,234,187230.85
house,Bahia,Northeast,-12.852844,-38.32711,180,199974.6
apartment,Bahia,Northeast,-12.993305,-38.45739,62,115459.02
apartment,Bahia,Northeast,-13.011364,-38.473423,181,93615.42
apartment,Bahia,Northeast,-13.011364,-38.473423,181,93615.42
house,Bahia,Northeast,-12.852844,-38.32711,122,180989.82
apartment,Bahia,Northeast,-12.991933,-38.465279,113,187230.85
apartment,Bahia,Northeast,-12.991933,-38.465279,113,187230.85
apartment,Bahia,Northeast,-13.000443,-38.45739,119,226237.28
apartment,Bahia,Northeast,-13.000443,-38.45739,92,112338.51
apartment,Bahia,Northeast,-12.992462,-38.444553,82,112338.51
apartment,Bahia,Northeast,-13.007057,-38.498093,63,102664.91
apartment,Bahia,Northeast,-13.007057,-38.498093,63,103601.07
apartment,Bahia,Northeast,-13.000443,-38.45739,119,226237.28
apartment,Bahia,Northeast,-13.000443,-38.45739,92,112338.51
apartment,Bahia,Northeast,-12.992462,-38.444553,82,112338.51
apartment,Bahia,Northeast,-13.007057,-38.498093,63,102664.91
apartment,Bahia,Northeast,-13.007057,-38.498093,63,103601.07
apartment,Bahia,Northeast,-13.0069458,-38.5186992,84,124820.57
apartment,Bahia,Northeast,-13.004878,-38.532276,182,421269.42
apartment,Bahia,Northeast,-13.0012719,-38.520953,200,243400.11
apartment,Bahia,Northeast,-12.941992,-38.403465,142,287087.31
apartment,Bahia,Northeast,-12.941992,-38.403465,142,277725.76
apartment,Bahia,Northeast,-12.972229,-38.501419,143,259002.68
apartment,Bahia,Northeast,-12.941992,-38.403465,142,277725.76
apartment,Bahia,Northeast,-12.972229,-38.501419,143,259002.68
house,Bahia,Northeast,-16.433096,-39.087886,140,79355.0
apartment,Bahia,Northeast,-13.000443,-38.45739,118,184110.34
apartment,Bahia,Northeast,-12.985207,-38.456074,140,171628.28
apartment,Bahia,Northeast,-12.9371316,-38.3556842,79,124820.57
apartment,Bahia,Northeast,-12.96049,-38.405239,140,184110.34
apartment,Bahia,Northeast,-12.968704,-38.435516,100,124820.57
apartment,Bahia,Northeast,-13.000443,-38.45739,118,184110.34
apartment,Bahia,Northeast,-13.000443,-38.45739,217,249641.14
apartment,Bahia,Northeast,-12.985207,-38.456074,89,168507.77
apartment,Bahia,Northeast,-13.000443,-38.45739,62,85814.14
apartment,Bahia,Northeast,-12.985207,-38.456074,140,171628.28
apartment,Bahia,Northeast,-12.9371316,-38.3556842,79,124820.57
apartment,Bahia,Northeast,-12.96049,-38.405239,140,184110.34
apartment,Bahia,Northeast,-12.998506,-38.52309,130,171628.28
apartment,Bahia,Northeast,-12.968704,-38.435516,100,124820.57
apartment,Bahia,Northeast,-13.000443,-38.45739,115,180989.82
apartment,Bahia,Northeast,-13.000443,-38.45739,217,249641.14
apartment,Bahia,Northeast,-12.985207,-38.456074,89,168507.77
apartment,Bahia,Northeast,-13.000443,-38.45739,62,85814.14
apartment,Bahia,Northeast,-12.998506,-38.52309,130,171628.28
apartment,Bahia,Northeast,-13.000443,-38.45739,168,243400.11
apartment,Bahia,Northeast,-12.993533,-38.526047,182,368220.68
house,Bahia,Northeast,-12.863804,-38.277039,250,202833.42
apartment,Bahia,Northeast,-13.000443,-38.45739,168,243400.11
apartment,Bahia,Northeast,-12.993533,-38.526047,182,368220.68
apartment,Bahia,Northeast,-12.930446,-38.387676,104,202833.42
apartment,Bahia,Northeast,-12.852844,-38.32711,86,171628.28
house,Bahia,Northeast,-12.863804,-38.277039,250,202833.42
apartment,Bahia,Northeast,-12.930446,-38.387676,104,202833.42
apartment,Bahia,Northeast,-14.887429,-40.865762,85,87374.39
apartment,Bahia,Northeast,-12.993305,-38.45739,143,223116.76
apartment,Bahia,Northeast,-13.000443,-38.45739,173,230918.05
apartment,Bahia,Northeast,-12.993533,-38.526047,220,280846.28
apartment,Bahia,Northeast,-12.993305,-38.45739,143,223116.76
apartment,Bahia,Northeast,-13.003334,-38.52195,92,146664.17
apartment,Bahia,Northeast,-13.000443,-38.45739,173,230918.05
apartment,Bahia,Northeast,-12.993533,-38.526047,220,280846.28
apartment,Bahia,Northeast,-13.009875,-38.481541,116,118579.54
apartment,Bahia,Northeast,-12.992462,-38.444553,125,146664.17
apartment,Bahia,Northeast,-13.000443,-38.45739,103,145103.91
apartment,Bahia,Northeast,-13.000443,-38.45739,120,180989.82
apartment,Bahia,Northeast,-12.993305,-38.45739,150,187230.85
apartment,Bahia,Northeast,-12.937969,-38.381538,71,87374.39
apartment,Bahia,Northeast,-12.993305,-38.45739,150,187230.85
apartment,Bahia,Northeast,-13.000443,-38.45739,103,145103.91
apartment,Bahia,Northeast,-13.000443,-38.45739,120,180989.82
apartment,Bahia,Northeast,-12.937969,-38.381538,71,87374.39
apartment,Bahia,Northeast,-14.867778,-40.821205,130,202833.42
house,Bahia,Northeast,-12.9388197,-38.5051508,140,119941.92
house,Bahia,Northeast,-12.8973699,-38.3033967,190,132567.38
house,Bahia,Northeast,-12.8979249,-38.3206833,168,116785.55
house,Bahia,Northeast,-12.9096399,-38.3083988,115,110472.82
apartment,Bahia,Northeast,-13.000443,-38.45739,207,234038.56
apartment,Bahia,Northeast,-12.968704,-38.435516,70,82693.62
apartment,Bahia,Northeast,-12.992462,-38.444553,139,132621.85
house,Bahia,Northeast,-12.852844,-38.32711,148,180989.82
house,Bahia,Northeast,-12.852844,-38.32711,190,215315.48
apartment,Bahia,Northeast,-13.009875,-38.481541,116,112338.51
apartment,Bahia,Northeast,-12.993305,-38.45739,84,93615.42
apartment,Bahia,Northeast,-13.000164,-38.489021,138,283966.79
apartment,Bahia,Northeast,-12.993305,-38.45739,84,93615.42
apartment,Bahia,Northeast,-13.009875,-38.481541,116,112338.51
apartment,Bahia,Northeast,-12.985207,-38.456074,125,176309.05
apartment,Bahia,Northeast,-12.985207,-38.456074,125,176309.05
apartment,Bahia,Northeast,-12.96049,-38.405239,207,361979.65
apartment,Bahia,Northeast,-12.96049,-38.405239,207,361979.65
apartment,Bahia,Northeast,-12.9461336,-38.3779273,70,85221.89
apartment,Bahia,Northeast,-14.855744,-40.819691,84,109217.99
apartment,Bahia,Northeast,-12.974552,-38.496819,70,95226.0
apartment,Bahia,Northeast,-12.9403853,-38.4100649,70,112338.51
apartment,Bahia,Northeast,-13.004878,-38.532276,108,132567.38
apartment,Bahia,Northeast,-13.011364,-38.473423,75,84253.88
apartment,Bahia,Northeast,-12.985207,-38.456074,84,115459.02
apartment,Bahia,Northeast,-12.985207,-38.456074,94,183069.25
apartment,Bahia,Northeast,-12.974941,-38.440117,62,93615.42
apartment,Bahia,Northeast,-13.002345,-38.528343,131,104160.09
house,Bahia,Northeast,-12.938337,-38.362667,162,183069.25
apartment,Bahia,Northeast,-12.950598,-38.40873,165,378763.96
apartment,Bahia,Northeast,-13.000443,-38.45739,210,262123.19
apartment,Bahia,Northeast,-12.930446,-38.387676,56,83643.7
apartment,Bahia,Northeast,-12.949139,-38.392117,179,315636.63
apartment,Bahia,Northeast,-12.957254,-38.429649,112,214632.91
apartment,Bahia,Northeast,-12.931565,-38.40873,79,134145.57
apartment,Bahia,Northeast,-12.985591,-38.469273,77,123098.28
apartment,Bahia,Northeast,-13.009679,-38.486305,188,246196.57
apartment,Bahia,Northeast,-12.972288,-38.513241,57,202007.44
apartment,Bahia,Northeast,-12.998506,-38.52309,122,246520.62
apartment,Bahia,Northeast,-12.985207,-38.456074,87,183069.25
apartment,Bahia,Northeast,-12.883881,-38.475025,115,95226.0
apartment,Bahia,Northeast,-12.964468,-38.417938,75,145192.85
apartment,Bahia,Northeast,-12.996323,-38.481049,100,110472.82
apartment,Bahia,Northeast,-12.992462,-38.444553,72,78909.15
apartment,Bahia,Northeast,-12.957254,-38.429649,79,137301.93
apartment,Bahia,Northeast,-12.992462,-38.444553,125,145192.85
house,Bahia,Northeast,-12.826232,-38.265358,130,123098.28
apartment,Bahia,Northeast,-12.964468,-38.417938,80,138880.12
apartment,Bahia,Northeast,-12.996323,-38.481049,105,173600.15
apartment,Bahia,Northeast,-13.002345,-38.528343,159,214632.91
apartment,Bahia,Northeast,-12.992462,-38.444553,87,101003.72
apartment,Bahia,Northeast,-13.000443,-38.45739,91,149927.4
apartment,Bahia,Northeast,-12.920561,-38.318233,100,91534.62
apartment,Bahia,Northeast,-13.007857,-38.498463,85,188750.71
apartment,Bahia,Northeast,-12.992472,-38.52298,113,205163.81
apartment,Bahia,Northeast,-13.002217,-38.516796,128,230918.05
apartment,Bahia,Northeast,-13.004878,-38.532276,172,230414.74
apartment,Bahia,Northeast,-12.956255,-38.465279,143,205163.81
apartment,Bahia,Northeast,-12.987011,-38.439724,65,78909.15
apartment,Bahia,Northeast,-12.991933,-38.465279,252,410327.63
apartment,Bahia,Northeast,-13.004092,-38.5047,142,327653.99
apartment,Bahia,Northeast,-13.004092,-38.5047,142,327653.99
apartment,Bahia,Northeast,-12.992472,-38.52298,134,331418.47
apartment,Bahia,Northeast,-12.993533,-38.526047,182,347105.61
house,Bahia,Northeast,-12.930446,-38.387676,134,198851.08
apartment,Bahia,Northeast,-13.009679,-38.486305,85,101003.72
apartment,Bahia,Northeast,-12.993305,-38.45739,94,220945.64
apartment,Bahia,Northeast,-12.937969,-38.381538,81,104160.09
apartment,Bahia,Northeast,-12.996323,-38.481049,127,139195.75
apartment,Bahia,Northeast,-13.007857,-38.498463,91,220945.64
apartment,Bahia,Northeast,-13.000443,-38.45739,75,140423.14
apartment,Bahia,Northeast,-12.9857,-38.519516,120,119941.92
apartment,Bahia,Northeast,-12.949139,-38.392117,170,252509.31
